,url,name,developer,publisher,month,year,total_reviews,percent_positive,prices,sameDevPub,esrb,appid,onlinePVP,singlePlayer,onlineCoop,tradingCards,microtransactions,crossPlatform,mmo,account,achievement,remotePlay,controller,agreement,cloud,hasPegi,total_reviews30,percent_positive30,concurrent
989,https://store.steampowered.com/app/280790/Creativerse,Creativerse,Playful Corp.,Playful Corp.,May,2017,28158,0.8,0.0,1,n,280790,1,1,1,1,1,0,1,0,0,0,0,1,0,0,207,0.8,223
990,https://store.steampowered.com/app/840010/Garden_Paws,Garden Paws,Bitten Toast Games Inc.,Bitten Toast Games Inc.,Dec,2018,1055,0.89,19.99,1,n,840010,1,1,1,1,0,0,0,0,1,0,0,0,1,0,29,0.96,65
991,https://store.steampowered.com/app/707010/Will_To_Live_Online,Will To Live Online,AlphaSoft LLC,AlphaSoft LLC,Apr,2018,6054,0.73,0.0,1,n,707010,1,0,0,0,0,0,1,0,1,0,0,1,1,0,367,0.73,1931
992,https://store.steampowered.com/app/108710/Alan_Wake,Alan Wake,Remedy Entertainment,Remedy Entertainment,Feb,2012,22553,0.9,14.99,1,t,108710,0,1,0,1,0,0,0,0,1,1,1,0,1,1,255,0.89,71
993,https://store.steampowered.com/app/201230/EverQuest_II,EverQuest II,Darkpaw Games,Daybreak Game Company,Dec,2011,1579,0.76,0.0,0,n,201230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0.86,394
994,https://store.steampowered.com/app/963930/Contractors,Contractors,Caveman Studio,Caveman Studio,Dec,2018,1325,0.81,19.99,1,n,963930,1,1,0,0,0,1,0,0,0,0,0,0,0,0,24,0.66,39
995,https://store.steampowered.com/app/2640/Call_of_Duty_United_Offensive,Call of Duty: United Offensive,Gray Matter Studios,Activision,Sep,2004,789,0.86,19.99,0,t,2640,0,1,0,0,0,0,0,0,0,0,0,1,0,1,18,0.88,37
996,https://store.steampowered.com/app/884660/Cuisine_Royale,Cuisine Royale,Darkflow Software,Gaijin Distribution KFT,Dec,2019,27325,0.81,0.0,0,m,884660,1,0,0,0,1,0,0,0,1,0,0,1,0,1,540,0.8,409
997,https://store.steampowered.com/app/332950/Dark_Deception,Dark Deception,Glowstick Entertainment,Glowstick Entertainment,Sep,2018,4795,0.92,0.0,1,n,332950,0,1,0,0,0,0,0,0,1,0,0,0,1,0,275,0.89,106
998,https://store.steampowered.com/app/804490/Creed_Rise_to_Glory,Creed: Rise to Glory™,Survios,Survios,Sep,2018,775,0.82,29.99,1,t,804490,1,1,0,0,0,0,0,0,0,0,0,1,0,1,18,0.83,13
999,https://store.steampowered.com/app/204100/Max_Payne_3,Max Payne 3,Rockstar Studios,Rockstar Games,May,2012,26614,0.83,19.99,0,m,204100,0,1,0,0,0,0,0,0,1,0,0,0,0,1,277,0.9,241
1000,https://store.steampowered.com/app/1055540/A_Short_Hike,A Short Hike,adamgryu,adamgryu,Jul,2019,3844,0.99,7.99,1,e,1055540,0,1,0,0,0,0,0,0,1,0,1,0,0,1,133,1.0,21
1001,https://store.steampowered.com/app/936500/Transport_INC,Transport INC,DIGIFOX,Games Operators,Aug,2020,210,0.81,11.99,0,n,936500,0,1,0,0,0,0,0,0,1,0,0,0,1,0,22,0.72,12
